# SysLoss,dt,SKL,QBERx,phiX,nX,nZ,lambdaEC,sX0,sX1,vZ1,sZ1,mean photon no.,QBERI,Pec,Pap,NoPass,Rrate,eps_c,eps_s,Px,P1,P2,P3,mu1,mu2,mu3,xi (deg),minElev (deg),maxElev (deg),shiftElev (deg)
2.698970004336018746e+01,2.000000000000000000e+02,4.137505789821363240e+07,5.514150816992527231e-03,8.800396265725023842e-03,1.201133446637740731e+08,1.183423301035785303e+07,5.955553407821352594e+06,1.555997495824277394e+03,5.104163436049204320e+07,4.185873026129041682e+04,4.969260505944207311e+06,6.240096400000000321e-01,5.000000000000000104e-03,1.000000000000000021e-08,1.000000000000000021e-03,1.000000000000000000e+00,1.000000000000000000e+09,1.000000000000000078e-15,1.000000000000000062e-09,7.610999999999999988e-01,7.500999999999999890e-01,1.748999999999999999e-01,7.500000000000001110e-02,7.921000000000000263e-01,1.706999999999999906e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.002676141478940508e+01,8.995437383553924349e+01,0.000000000000000000e+00
2.698970004336018746e+01,2.100000000000000000e+02,4.183826720729961246e+07,5.514884950402905092e-03,8.791613821736923504e-03,1.214472012509291917e+08,1.196565196050848812e+07,6.022173976012974977e+06,1.662710108953113149e+03,5.160957507624786347e+07,4.229459018182273576e+04,5.024878843489380553e+06,6.240096400000000321e-01,5.000000000000000104e-03,1.000000000000000021e-08,1.000000000000000021e-03,1.000000000000000000e+00,1.000000000000000000e+09,1.000000000000000078e-15,1.000000000000000062e-09,7.610999999999999988e-01,7.500999999999999890e-01,1.748999999999999999e-01,7.500000000000001110e-02,7.921000000000000263e-01,1.706999999999999906e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.002676141478940508e+01,8.995437383553924349e+01,0.000000000000000000e+00
2.698970004336018746e+01,2.200000000000000000e+02,4.226192671507348865e+07,5.515622208527135202e-03,8.783836875587982054e-03,1.226674574047095925e+08,1.208587836579745449e+07,6.083193245793669485e+06,1.769974333690033973e+03,5.212914024042710662e+07,4.269381123789271805e+04,5.075759983070927672e+06,6.240096400000000321e-01,5.000000000000000104e-03,1.000000000000000021e-08,1.000000000000000021e-03,1.000000000000000000e+00,1.000000000000000000e+09,1.000000000000000078e-15,1.000000000000000062e-09,7.610999999999999988e-01,7.500999999999999890e-01,1.748999999999999999e-01,7.500000000000001110e-02,7.921000000000000263e-01,1.706999999999999906e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.002676141478940508e+01,8.995437383553924349e+01,0.000000000000000000e+00
2.898970004336018746e+01,2.000000000000000000e+02,2.594023136400166526e+07,5.525343025843162080e-03,9.305103337940720878e-03,7.580136959978315234e+07,7.468371419172033668e+06,3.770288527959885076e+06,1.555997495824277394e+03,3.215807030528795719e+07,2.751154731863642883e+04,3.120637373199678957e+06,6.240096400000000321e-01,5.000000000000000104e-03,1.000000000000000021e-08,1.000000000000000021e-03,1.000000000000000000e+00,1.000000000000000000e+09,1.000000000000000078e-15,1.000000000000000062e-09,7.610999999999999988e-01,7.500999999999999890e-01,1.748999999999999999e-01,7.500000000000001110e-02,7.921000000000000263e-01,1.706999999999999906e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.002676141478940508e+01,8.995437383553924349e+01,0.000000000000000000e+00
2.898970004336018746e+01,2.100000000000000000e+02,2.623129481983993575e+07,5.526506343249410272e-03,9.293575438674558584e-03,7.664308363579522073e+07,7.551301755165415816e+06,3.812677026201969013e+06,1.662710108953113149e+03,3.251615955111613497e+07,2.779332638277083606e+04,3.155645764341238886e+06,6.240096400000000321e-01,5.000000000000000104e-03,1.000000000000000021e-08,1.000000000000000021e-03,1.000000000000000000e+00,1.000000000000000000e+09,1.000000000000000078e-15,1.000000000000000062e-09,7.610999999999999988e-01,7.500999999999999890e-01,1.748999999999999999e-01,7.500000000000001110e-02,7.921000000000000263e-01,1.706999999999999906e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.002676141478940508e+01,8.995437383553924349e+01,0.000000000000000000e+00
2.898970004336018746e+01,2.200000000000000000e+02,2.649747523900267482e+07,5.527674608837022246e-03,9.283408063266314000e-03,7.741311708258435130e+07,7.627169721881191246e+06,3.851522388965687249e+06,1.769974333690033973e+03,3.284374902559352666e+07,2.805162527566855351e+04,3.187672255205034278e+06,6.240096400000000321e-01,5.000000000000000104e-03,1.000000000000000021e-08,1.000000000000000021e-03,1.000000000000000000e+00,1.000000000000000000e+09,1.000000000000000078e-15,1.000000000000000062e-09,7.610999999999999988e-01,7.500999999999999890e-01,1.748999999999999999e-01,7.500000000000001110e-02,7.921000000000000263e-01,1.706999999999999906e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.002676141478940508e+01,8.995437383553924349e+01,0.000000000000000000e+00
3.098970004336018746e+01,2.000000000000000000e+02,1.622916089814995043e+07,5.543080443920535456e-03,9.994764572059085597e-03,4.783442581327148527e+07,4.712912978782953694e+06,2.389964409411433619e+06,1.555997495824277394e+03,2.025346373715610802e+07,1.831013718188537678e+04,1.957174436048961477e+06,6.240096400000000321e-01,5.000000000000000104e-03,1.000000000000000021e-08,1.000000000000000021e-03,1.000000000000000000e+00,1.000000000000000000e+09,1.000000000000000078e-15,1.000000000000000062e-09,7.610999999999999988e-01,7.500999999999999890e-01,1.748999999999999999e-01,7.500000000000001110e-02,7.921000000000000263e-01,1.706999999999999906e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.002676141478940508e+01,8.995437383553924349e+01,0.000000000000000000e+00
3.098970004336018746e+01,2.100000000000000000e+02,1.641175134820136428e+07,5.544923890997598831e-03,9.979506272581758347e-03,4.836560575319536030e+07,4.765247773031531833e+06,2.417056425194127019e+06,1.662710108953113149e+03,2.047919726213835180e+07,1.849391375901746505e+04,1.979194639452558942e+06,6.240096400000000321e-01,5.000000000000000104e-03,1.000000000000000021e-08,1.000000000000000021e-03,1.000000000000000000e+00,1.000000000000000000e+09,1.000000000000000078e-15,1.000000000000000062e-09,7.610999999999999988e-01,7.500999999999999890e-01,1.748999999999999999e-01,7.500000000000001110e-02,7.921000000000000263e-01,1.706999999999999906e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.002676141478940508e+01,8.995437383553924349e+01,0.000000000000000000e+00
3.098970004336018746e+01,2.200000000000000000e+02,1.657869096998621151e+07,5.546775172841449802e-03,9.966114669552553901e-03,4.885155688099491596e+07,4.813126373815851286e+06,2.441913065328953788e+06,1.769974333690033973e+03,2.068570508306807652e+07,1.866258922413700930e+04,1.999339021267759148e+06,6.240096400000000321e-01,5.000000000000000104e-03,1.000000000000000021e-08,1.000000000000000021e-03,1.000000000000000000e+00,1.000000000000000000e+09,1.000000000000000078e-15,1.000000000000000062e-09,7.610999999999999988e-01,7.500999999999999890e-01,1.748999999999999999e-01,7.500000000000001110e-02,7.921000000000000263e-01,1.706999999999999906e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.002676141478940508e+01,8.995437383553924349e+01,0.000000000000000000e+00
3.298970004336018746e+01,2.000000000000000000e+02,1.012324585873901471e+07,5.571189750755240790e-03,1.095302904810125516e-02,3.018530031103141233e+07,2.974023230876775458e+06,1.517990914872087305e+06,1.555997495824277394e+03,1.274976503580133989e+07,1.238758111185188136e+04,1.225370480462305248e+06,6.240096400000000321e-01,5.000000000000000104e-03,1.000000000000000021e-08,1.000000000000000021e-03,1.000000000000000000e+00,1.000000000000000000e+09,1.000000000000000078e-15,1.000000000000000062e-09,7.610999999999999988e-01,7.500999999999999890e-01,1.748999999999999999e-01,7.500000000000001110e-02,7.921000000000000263e-01,1.706999999999999906e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.002676141478940508e+01,8.995437383553924349e+01,0.000000000000000000e+00
