# SysLoss,dt,SKL,QBERx,phiX,nX,nZ,lambdaEC,sX0,sX1,vZ1,sZ1,mean photon no.,QBERI,Pec,Pap,NoPass,Rrate,eps_c,eps_s,Px,P1,P2,P3,mu1,mu2,mu3,xi (deg),minElev (deg),maxElev (deg),shiftElev (deg)
2.698970004336018746e+01,2.000000000000000000e+02,4.730839609442241490e+07,1.691938354056205180e-03,3.158905216690598670e-03,1.201551767964504957e+08,1.183835454412080720e+07,2.187650926888981834e+06,2.300075798725372442e+04,5.104493208343727887e+07,1.456934180946966990e+04,4.967808559991152026e+06,6.240096400000000321e-01,1.000000000000000021e-03,9.999999999999999547e-08,1.000000000000000021e-03,1.000000000000000000e+00,1.000000000000000000e+09,1.000000000000000078e-15,1.000000000000000062e-09,7.610999999999999988e-01,7.500999999999999890e-01,1.748999999999999999e-01,7.500000000000001110e-02,7.921000000000000263e-01,1.706999999999999906e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.002676141478940508e+01,8.995437383553924349e+01,0.000000000000000000e+00
2.698970004336018746e+01,2.100000000000000000e+02,4.782568172094404697e+07,1.699333759767496883e-03,3.164190251651596147e-03,1.214911206124929190e+08,1.196997913963971846e+07,2.220150498163052835e+06,2.422950370327394558e+04,5.161325079200658947e+07,1.476425705082505556e+04,5.023416004144221544e+06,6.240096400000000321e-01,1.000000000000000021e-03,9.999999999999999547e-08,1.000000000000000021e-03,1.000000000000000000e+00,1.000000000000000000e+09,1.000000000000000078e-15,1.000000000000000062e-09,7.610999999999999988e-01,7.500999999999999890e-01,1.748999999999999999e-01,7.500000000000001110e-02,7.921000000000000263e-01,1.706999999999999906e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.002676141478940508e+01,8.995437383553924349e+01,0.000000000000000000e+00
2.698970004336018746e+01,2.200000000000000000e+02,4.829761766771653295e+07,1.706760443951509110e-03,3.170160007743161139e-03,1.227134640156087875e+08,1.209041119231162779e+07,2.250779134764754213e+06,2.546001291183672583e+04,5.213319895712194592e+07,1.494866474154255957e+04,5.074287964572215453e+06,6.240096400000000321e-01,1.000000000000000021e-03,9.999999999999999547e-08,1.000000000000000021e-03,1.000000000000000000e+00,1.000000000000000000e+09,1.000000000000000078e-15,1.000000000000000062e-09,7.610999999999999988e-01,7.500999999999999890e-01,1.748999999999999999e-01,7.500000000000001110e-02,7.921000000000000263e-01,1.706999999999999906e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.002676141478940508e+01,8.995437383553924349e+01,0.000000000000000000e+00
2.898970004336018746e+01,2.000000000000000000e+02,2.959814451304847002e+07,1.804663341652659476e-03,3.661469652672986932e-03,7.584320970861575007e+07,7.472493738790138625e+06,1.463296773675075499e+06,2.300075798725372442e+04,3.216133009922517464e+07,1.046479824957968776e+04,3.119172787743818481e+06,6.240096400000000321e-01,1.000000000000000021e-03,9.999999999999999547e-08,1.000000000000000021e-03,1.000000000000000000e+00,1.000000000000000000e+09,1.000000000000000078e-15,1.000000000000000062e-09,7.610999999999999988e-01,7.500999999999999890e-01,1.748999999999999999e-01,7.500000000000001110e-02,7.921000000000000263e-01,1.706999999999999906e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.002676141478940508e+01,8.995437383553924349e+01,0.000000000000000000e+00
2.898970004336018746e+01,2.100000000000000000e+02,2.991826943169933185e+07,1.816377335775105299e-03,3.671592855721020517e-03,7.668701106210054457e+07,7.555629728879724629e+06,1.487691384136116132e+06,2.422950370327394558e+04,3.251979555541680381e+07,1.061807776282302439e+04,3.154169717861081939e+06,6.240096400000000321e-01,1.000000000000000021e-03,9.999999999999999547e-08,1.000000000000000021e-03,1.000000000000000000e+00,1.000000000000000000e+09,1.000000000000000078e-15,1.000000000000000062e-09,7.610999999999999988e-01,7.500999999999999890e-01,1.748999999999999999e-01,7.500000000000001110e-02,7.921000000000000263e-01,1.706999999999999906e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.002676141478940508e+01,8.995437383553924349e+01,0.000000000000000000e+00
2.898970004336018746e+01,2.200000000000000000e+02,3.020982806273905560e+07,1.828140656580888633e-03,3.682699031288260393e-03,7.745913183926527202e+07,7.631703350962964818e+06,1.510910483828552533e+06,2.546001291183672583e+04,3.284776624317461997e+07,1.076457390087824206e+04,3.186186460999375209e+06,6.240096400000000321e-01,1.000000000000000021e-03,9.999999999999999547e-08,1.000000000000000021e-03,1.000000000000000000e+00,1.000000000000000000e+09,1.000000000000000078e-15,1.000000000000000062e-09,7.610999999999999988e-01,7.500999999999999890e-01,1.748999999999999999e-01,7.500000000000001110e-02,7.921000000000000263e-01,1.706999999999999906e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.002676141478940508e+01,8.995437383553924349e+01,0.000000000000000000e+00
3.098970004336018746e+01,2.000000000000000000e+02,1.844532716678664088e+07,1.983215978634373169e-03,4.422325224271715302e-03,4.787627095615336299e+07,4.717035794383521192e+06,1.004522153937150608e+06,2.300075798725372442e+04,2.025667368656646833e+07,7.819657520612329790e+03,1.955693742050670553e+06,6.240096400000000321e-01,1.000000000000000021e-03,9.999999999999999547e-08,1.000000000000000021e-03,1.000000000000000000e+00,1.000000000000000000e+09,1.000000000000000078e-15,1.000000000000000062e-09,7.610999999999999988e-01,7.500999999999999890e-01,1.748999999999999999e-01,7.500000000000001110e-02,7.921000000000000263e-01,1.706999999999999906e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.002676141478940508e+01,8.995437383553924349e+01,0.000000000000000000e+00
3.098970004336018746e+01,2.100000000000000000e+02,1.864123113024789467e+07,2.001766319003239498e-03,4.440920126190640513e-03,4.840953826944658160e+07,4.769576248235546984e+06,1.023719438084734022e+06,2.422950370327394558e+04,2.048278115792556480e+07,7.947204918263229956e+03,1.977701768659519264e+06,6.240096400000000321e-01,1.000000000000000021e-03,9.999999999999999547e-08,1.000000000000000021e-03,1.000000000000000000e+00,1.000000000000000000e+09,1.000000000000000078e-15,1.000000000000000062e-09,7.610999999999999988e-01,7.500999999999999890e-01,1.748999999999999999e-01,7.500000000000001110e-02,7.921000000000000263e-01,1.706999999999999906e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.002676141478940508e+01,8.995437383553924349e+01,0.000000000000000000e+00
3.098970004336018746e+01,2.200000000000000000e+02,1.881915720040167868e+07,2.020394247970389457e-03,4.460957724280655186e-03,4.889757677875619382e+07,4.817660509425381199e+06,1.042172160452467739e+06,2.546001291183672583e+04,2.068966792378050089e+07,8.070372752371710703e+03,1.997835686045263894e+06,6.240096400000000321e-01,1.000000000000000021e-03,9.999999999999999547e-08,1.000000000000000021e-03,1.000000000000000000e+00,1.000000000000000000e+09,1.000000000000000078e-15,1.000000000000000062e-09,7.610999999999999988e-01,7.500999999999999890e-01,1.748999999999999999e-01,7.500000000000001110e-02,7.921000000000000263e-01,1.706999999999999906e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.002676141478940508e+01,8.995437383553924349e+01,0.000000000000000000e+00
3.298970004336018746e+01,2.000000000000000000e+02,1.142584062189936452e+07,2.265940822629255655e-03,5.597268416079454606e-03,3.022714863075614721e+07,2.978146359477522317e+06,7.131124789055613801e+05,2.300075798725372442e+04,1.275291097423526086e+07,6.115390713630893515e+03,1.223869402427274035e+06,6.240096400000000321e-01,1.000000000000000021e-03,9.999999999999999547e-08,1.000000000000000021e-03,1.000000000000000000e+00,1.000000000000000000e+09,1.000000000000000078e-15,1.000000000000000062e-09,7.610999999999999988e-01,7.500999999999999890e-01,1.748999999999999999e-01,7.500000000000001110e-02,7.921000000000000263e-01,1.706999999999999906e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.002676141478940508e+01,8.995437383553924349e+01,0.000000000000000000e+00
