# SysLoss,dt,SKL,QBERx,phiX,nX,nZ,lambdaEC,sX0,sX1,vZ1,sZ1,mean photon no.,QBERI,Pec,Pap,NoPass,Rrate,eps_c,eps_s,Px,P1,P2,P3,mu1,mu2,mu3,xi (deg),minElev (deg),maxElev (deg),shiftElev (deg)
2.698970004336018746e+01,2.200000000000000000e+02,4.201464613557851315e+07,5.701099834051909405e-03,9.072069790002107448e-03,1.227134640156087875e+08,1.209041119231162779e+07,6.255829071023056284e+06,2.546001291183672583e+04,5.213319895712194592e+07,4.411342749039241608e+04,5.074287964572215453e+06,6.240096400000000321e-01,5.000000000000000104e-03,9.999999999999999547e-08,1.000000000000000021e-03,1.000000000000000000e+00,1.000000000000000000e+09,1.000000000000000078e-15,1.000000000000000062e-09,7.610999999999999988e-01,7.500999999999999890e-01,1.748999999999999999e-01,7.500000000000001110e-02,7.921000000000000263e-01,1.706999999999999906e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.002676141478940508e+01,8.995437383553924349e+01,0.000000000000000000e+00
2.898970004336018746e+01,2.200000000000000000e+02,2.624935558487519249e+07,5.821507058809901464e-03,9.752117953017393551e-03,7.745913183926527202e+07,7.631703350962964818e+06,4.023867028604384977e+06,2.546001291183672583e+04,3.284776624317461997e+07,2.949357860454213369e+04,3.186186460999375209e+06,6.240096400000000321e-01,5.000000000000000104e-03,9.999999999999999547e-08,1.000000000000000021e-03,1.000000000000000000e+00,1.000000000000000000e+09,1.000000000000000078e-15,1.000000000000000062e-09,7.610999999999999988e-01,7.500999999999999890e-01,1.748999999999999999e-01,7.500000000000001110e-02,7.921000000000000263e-01,1.706999999999999906e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.002676141478940508e+01,8.995437383553924349e+01,0.000000000000000000e+00
3.098970004336018746e+01,2.200000000000000000e+02,1.632976851482580975e+07,6.012219538937511876e-03,1.073310957530122442e-02,4.889757677875619382e+07,4.817660509425381199e+06,2.613758294189753477e+06,2.546001291183672583e+04,2.068966792378050089e+07,2.013297424717342437e+04,1.997835686045263894e+06,6.240096400000000321e-01,5.000000000000000104e-03,9.999999999999999547e-08,1.000000000000000021e-03,1.000000000000000000e+00,1.000000000000000000e+09,1.000000000000000078e-15,1.000000000000000062e-09,7.610999999999999988e-01,7.500999999999999890e-01,1.748999999999999999e-01,7.500000000000001110e-02,7.921000000000000263e-01,1.706999999999999906e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.002676141478940508e+01,8.995437383553924349e+01,0.000000000000000000e+00
3.298970004336018746e+01,2.200000000000000000e+02,1.009237275799286179e+07,6.314177115856062401e-03,1.217942753800296297e-02,3.087326731828880683e+07,3.041805556730017532e+06,1.722493936153890332e+06,2.546001291183672583e+04,1.302606806910640933e+07,1.412690719293478105e+04,1.250341255212835735e+06,6.240096400000000321e-01,5.000000000000000104e-03,9.999999999999999547e-08,1.000000000000000021e-03,1.000000000000000000e+00,1.000000000000000000e+09,1.000000000000000078e-15,1.000000000000000062e-09,7.610999999999999988e-01,7.500999999999999890e-01,1.748999999999999999e-01,7.500000000000001110e-02,7.921000000000000263e-01,1.706999999999999906e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.002676141478940508e+01,8.995437383553924349e+01,0.000000000000000000e+00
3.498970004336018746e+01,2.200000000000000000e+02,6.173908059256638400e+06,6.791992189512257617e-03,1.436194699802003857e-02,1.949942806787356362e+07,1.921191820691383211e+06,1.158605874782163184e+06,2.546001291183672583e+04,8.196541537747556344e+06,1.026783595999502541e+04,7.805115940589540405e+05,6.240096400000000321e-01,5.000000000000000104e-03,9.999999999999999547e-08,1.000000000000000021e-03,1.000000000000000000e+00,1.000000000000000000e+09,1.000000000000000078e-15,1.000000000000000062e-09,7.610999999999999988e-01,7.500999999999999890e-01,1.748999999999999999e-01,7.500000000000001110e-02,7.921000000000000263e-01,1.706999999999999906e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.002676141478940508e+01,8.995437383553924349e+01,0.000000000000000000e+00
3.698970004336018746e+01,2.200000000000000000e+02,3.715521028851138428e+06,7.547386376910924025e-03,1.773718315243593899e-02,1.232251547273928300e+07,1.214082579969300656e+06,8.010962821670548292e+05,2.546001291183672583e+04,5.153893545001262799e+06,7.789534275697039448e+03,4.854908400636987644e+05,6.240096400000000321e-01,5.000000000000000104e-03,9.999999999999999547e-08,1.000000000000000021e-03,1.000000000000000000e+00,1.000000000000000000e+09,1.000000000000000078e-15,1.000000000000000062e-09,7.610999999999999988e-01,7.500999999999999890e-01,1.748999999999999999e-01,7.500000000000001110e-02,7.921000000000000263e-01,1.706999999999999906e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.002676141478940508e+01,8.995437383553924349e+01,0.000000000000000000e+00
3.898970004336018746e+01,2.200000000000000000e+02,2.176399044025817886e+06,8.739877167649370143e-03,2.309302737877762593e-02,7.793988627257614397e+06,7.679069944579094881e+05,5.734151545704465825e+05,2.546001291183672583e+04,3.237692486017431598e+06,6.205212566475587664e+03,3.004630297742160619e+05,6.240096400000000321e-01,5.000000000000000104e-03,9.999999999999999547e-08,1.000000000000000021e-03,1.000000000000000000e+00,1.000000000000000000e+09,1.000000000000000078e-15,1.000000000000000062e-09,7.610999999999999988e-01,7.500999999999999890e-01,1.748999999999999999e-01,7.500000000000001110e-02,7.921000000000000263e-01,1.706999999999999906e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.002676141478940508e+01,8.995437383553924349e+01,0.000000000000000000e+00
